"ID";"BronTechniek";"Energietoepassingen";"Perioden";"BrutoEindverbruik_1";"BrutoEindverbruikRelatief_2";"VermedenVerbruik_3";"VermedenVerbruikRelatief_4";"VermedenEmissie_5";"VermedenEmissieRelatief_6"
"3773";"E006673 ";"E006608 ";"1993JJ00";"     724";"    0.04";"     761";"    0.03";"      43";"    0.03"
"3774";"E006673 ";"E006608 ";"1994JJ00";"     693";"    0.04";"     729";"    0.02";"      41";"    0.02"
"3775";"E006673 ";"E006608 ";"1995JJ00";"     705";"    0.03";"     738";"    0.02";"      42";"    0.02"
"3776";"E006673 ";"E006608 ";"1996JJ00";"     708";"    0.03";"     738";"    0.02";"      42";"    0.02"
"3777";"E006673 ";"E006608 ";"1997JJ00";"     490";"    0.02";"     518";"    0.02";"      29";"    0.02"
"3778";"E006673 ";"E006608 ";"1998JJ00";"     506";"    0.02";"     531";"    0.02";"      30";"    0.02"
"3779";"E006673 ";"E006608 ";"1999JJ00";"     506";"    0.02";"     531";"    0.02";"      30";"    0.02"
"3780";"E006673 ";"E006608 ";"2000JJ00";"     475";"    0.02";"     500";"    0.02";"      28";"    0.02"
"3781";"E006673 ";"E006608 ";"2001JJ00";"     405";"    0.02";"     424";"    0.01";"      24";"    0.01"
"3782";"E006673 ";"E006608 ";"2002JJ00";"     397";"    0.02";"     420";"    0.01";"      24";"    0.01"
"3783";"E006673 ";"E006608 ";"2003JJ00";"     287";"    0.01";"     303";"    0.01";"      17";"    0.01"
"3784";"E006673 ";"E006608 ";"2004JJ00";"     344";"    0.01";"     364";"    0.01";"      21";"    0.01"
"3785";"E006673 ";"E006608 ";"2005JJ00";"     351";"    0.02";"     374";"    0.01";"      21";"    0.01"
"3786";"E006673 ";"E006608 ";"2006JJ00";"     326";"    0.01";"     344";"    0.01";"      20";"    0.01"
"3787";"E006673 ";"E006608 ";"2007JJ00";"     328";"    0.01";"     347";"    0.01";"      20";"    0.01"
"3788";"E006673 ";"E006608 ";"2008JJ00";"     353";"    0.02";"     372";"    0.01";"      21";"    0.01"
"3789";"E006673 ";"E006608 ";"2009JJ00";"     302";"    0.01";"     314";"    0.01";"      18";"    0.01"
"3790";"E006673 ";"E006608 ";"2010JJ00";"     267";"    0.01";"     281";"    0.01";"      16";"    0.01"
"3791";"E006673 ";"E006608 ";"2011JJ00";"     136";"    0.01";"     144";"    0.00";"       8";"    0.00"
"3792";"E006673 ";"E006608 ";"2012JJ00";"     187";"    0.01";"     188";"    0.01";"      11";"    0.01"
"3793";"E006673 ";"E006608 ";"2013JJ00";"     210";"    0.01";"     212";"    0.01";"      12";"    0.01"
"3794";"E006673 ";"E006608 ";"2014JJ00";"     212";"    0.01";"     216";"    0.01";"      12";"    0.01"
"3795";"E006673 ";"E006608 ";"2015JJ00";"     193";"    0.01";"     196";"    0.01";"      11";"    0.01"
"3796";"E006673 ";"E006608 ";"2016JJ00";"     153";"    0.01";"     155";"    0.00";"       9";"    0.01"
"3797";"E006673 ";"E006608 ";"2017JJ00";"     208";"    0.01";"     213";"    0.01";"      12";"    0.01"
"3798";"E006673 ";"E006608 ";"2018JJ00";"     165";"    0.01";"     167";"    0.01";"       9";"    0.01"
"3799";"E006673 ";"E007028 ";"1990JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3800";"E006673 ";"E007028 ";"1991JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3801";"E006673 ";"E007028 ";"1992JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3802";"E006673 ";"E007028 ";"1993JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3803";"E006673 ";"E007028 ";"1994JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3804";"E006673 ";"E007028 ";"1995JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3805";"E006673 ";"E007028 ";"1996JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3806";"E006673 ";"E007028 ";"1997JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3807";"E006673 ";"E007028 ";"1998JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3808";"E006673 ";"E007028 ";"1999JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3809";"E006673 ";"E007028 ";"2000JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3810";"E006673 ";"E007028 ";"2001JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3811";"E006673 ";"E007028 ";"2002JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3812";"E006673 ";"E007028 ";"2003JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3813";"E006673 ";"E007028 ";"2004JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3814";"E006673 ";"E007028 ";"2005JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3815";"E006673 ";"E007028 ";"2006JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3816";"E006673 ";"E007028 ";"2007JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3817";"E006673 ";"E007028 ";"2008JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3818";"E006673 ";"E007028 ";"2009JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3819";"E006673 ";"E007028 ";"2010JJ00";"       0";"    0.00";"       0";"    0.00";"       0";"    0.00"
"3820";"E006673 ";"E007028 ";"2011JJ00";"     202";"    0.01";"     205";"    0.01";"      15";"    0.01"
"3821";"E006673 ";"E007028 ";"2012JJ00";"      98";"    0.00";"      99";"    0.00";"       7";"    0.00"
"3822";"E006673 ";"E007028 ";"2013JJ00";"      35";"    0.00";"      36";"    0.00";"       3";"    0.00"
"3823";"E006673 ";"E007028 ";"2014JJ00";"      33";"    0.00";"      34";"    0.00";"       3";"    0.00"
"3824";"E006673 ";"E007028 ";"2015JJ00";"      13";"    0.00";"      14";"    0.00";"       1";"    0.00"
"3825";"E006673 ";"E007028 ";"2016JJ00";"      10";"    0.00";"      11";"    0.00";"       1";"    0.00"
"3826";"E006673 ";"E007028 ";"2017JJ00";"      12";"    0.00";"      12";"    0.00";"       1";"    0.00"
"3827";"E006673 ";"E007028 ";"2018JJ00";"      12";"    0.00";"      12";"    0.00";"       1";"    0.00"
"3828";"E006674 ";"E007022 ";"1990JJ00";"    1396";"    0.07";"    1026";"    0.03";"      68";"    0.04"
"3829";"E006674 ";"E007022 ";"1991JJ00";"    1573";"    0.08";"    1318";"    0.04";"      85";"    0.05"
"3830";"E006674 ";"E007022 ";"1992JJ00";"    1471";"    0.08";"    1163";"    0.04";"      76";"    0.04"
"3831";"E006674 ";"E007022 ";"1993JJ00";"    1668";"    0.08";"    1408";"    0.05";"      90";"    0.05"
"3832";"E006674 ";"E007022 ";"1994JJ00";"    1668";"    0.08";"    1297";"    0.04";"      85";"    0.05"
"3833";"E006674 ";"E007022 ";"1995JJ00";"    1660";"    0.08";"    1215";"    0.04";"      83";"    0.05"
"3834";"E006674 ";"E007022 ";"1996JJ00";"    1668";"    0.08";"    1158";"    0.04";"      78";"    0.04"
"3835";"E006674 ";"E007022 ";"1997JJ00";"    1761";"    0.08";"    1382";"    0.04";"      93";"    0.05"
"3836";"E006674 ";"E007022 ";"1998JJ00";"    1628";"    0.08";"    1249";"    0.04";"      83";"    0.05"
"3837";"E006674 ";"E007022 ";"1999JJ00";"    1725";"    0.08";"    1400";"    0.05";"      91";"    0.05"
"3838";"E006674 ";"E007022 ";"2000JJ00";"    1760";"    0.08";"    1467";"    0.05";"      97";"    0.06"
"3839";"E006674 ";"E007022 ";"2001JJ00";"    1889";"    0.09";"    1579";"    0.05";"     105";"    0.06"
"3840";"E006674 ";"E007022 ";"2002JJ00";"    1840";"    0.09";"    1567";"    0.05";"     105";"    0.06"
"3841";"E006674 ";"E007022 ";"2003JJ00";"    1816";"    0.08";"    1590";"    0.05";"     105";"    0.06"
"3842";"E006674 ";"E007022 ";"2004JJ00";"    1873";"    0.08";"    1701";"    0.05";"     111";"    0.06"
"3843";"E006674 ";"E007022 ";"2005JJ00";"    1750";"    0.08";"    1461";"    0.04";"      96";"    0.05"
"3844";"E006674 ";"E007022 ";"2006JJ00";"    1737";"    0.08";"    1330";"    0.04";"      90";"    0.05"
"3845";"E006674 ";"E007022 ";"2007JJ00";"    1733";"    0.08";"    1452";"    0.04";"      97";"    0.06"
"3846";"E006674 ";"E007022 ";"2008JJ00";"    1802";"    0.08";"    1504";"    0.05";"     101";"    0.06"
"3847";"E006674 ";"E007022 ";"2009JJ00";"    1821";"    0.08";"    1482";"    0.05";"      98";"    0.06"
"3848";"E006674 ";"E007022 ";"2010JJ00";"    1848";"    0.08";"    1508";"    0.04";"     100";"    0.05"
"3849";"E006674 ";"E007022 ";"2011JJ00";"    1920";"    0.09";"    1680";"    0.05";"     110";"    0.06"
"3850";"E006674 ";"E007022 ";"2012JJ00";"    1948";"    0.09";"    1748";"    0.05";"     121";"    0.07"
"3851";"E006674 ";"E007022 ";"2013JJ00";"    2040";"    0.09";"    1858";"    0.06";"     132";"    0.08"
"3852";"E006674 ";"E007022 ";"2014JJ00";"    2013";"    0.10";"    1971";"    0.06";"     140";"    0.09"
"3853";"E006674 ";"E007022 ";"2015JJ00";"    1948";"    0.09";"    1940";"    0.06";"     146";"    0.09"
"3854";"E006674 ";"E007022 ";"2016JJ00";"    2059";"    0.10";"    2015";"    0.06";"     144";"    0.09"
"3855";"E006674 ";"E007022 ";"2017JJ00";"    1991";"    0.09";"    1769";"    0.06";"     125";"    0.08"
"3856";"E006674 ";"E007022 ";"2018JJ00";"    2073";"    0.10";"    1921";"    0.06";"     133";"    0.08"
"3857";"E006674 ";"E006607 ";"1990JJ00";"     254";"    0.01";"     638";"    0.02";"      46";"    0.03"
"3858";"E006674 ";"E006607 ";"1991JJ00";"     313";"    0.02";"     789";"    0.03";"      55";"    0.03"
"3859";"E006674 ";"E006607 ";"1992JJ00";"     330";"    0.02";"     837";"    0.03";"      57";"    0.03"
"3860";"E006674 ";"E006607 ";"1993JJ00";"     341";"    0.02";"     870";"    0.03";"      59";"    0.03"
"3861";"E006674 ";"E006607 ";"1994JJ00";"     355";"    0.02";"     903";"    0.03";"      63";"    0.04"
"3862";"E006674 ";"E006607 ";"1995JJ00";"     382";"    0.02";"     966";"    0.03";"      69";"    0.04"
"3863";"E006674 ";"E006607 ";"1996JJ00";"     368";"    0.02";"     910";"    0.03";"      64";"    0.03"
"3864";"E006674 ";"E006607 ";"1997JJ00";"     408";"    0.02";"     966";"    0.03";"      70";"    0.04"
"3865";"E006674 ";"E006607 ";"1998JJ00";"     352";"    0.02";"     831";"    0.03";"      59";"    0.03"
"3866";"E006674 ";"E006607 ";"1999JJ00";"     393";"    0.02";"     931";"    0.03";"      65";"    0.04"
"3867";"E006674 ";"E006607 ";"2000JJ00";"     398";"    0.02";"     950";"    0.03";"      68";"    0.04"
"3868";"E006674 ";"E006607 ";"2001JJ00";"     465";"    0.02";"    1128";"    0.04";"      80";"    0.05"
"3869";"E006674 ";"E006607 ";"2002JJ00";"     468";"    0.02";"    1138";"    0.04";"      80";"    0.05"
"3870";"E006674 ";"E006607 ";"2003JJ00";"     463";"    0.02";"    1121";"    0.03";"      79";"    0.04"
"3871";"E006674 ";"E006607 ";"2004JJ00";"     477";"    0.02";"    1138";"    0.03";"      79";"    0.04"
"3872";"E006674 ";"E006607 ";"2005JJ00";"     444";"    0.02";"    1055";"    0.03";"      73";"    0.04"
"3873";"E006674 ";"E006607 ";"2006JJ00";"     475";"    0.02";"    1105";"    0.03";"      77";"    0.04"
"3874";"E006674 ";"E006607 ";"2007JJ00";"     515";"    0.02";"    1196";"    0.04";"      83";"    0.05"
"3875";"E006674 ";"E006607 ";"2008JJ00";"     540";"    0.02";"    1265";"    0.04";"      87";"    0.05"
"3876";"E006674 ";"E006607 ";"2009JJ00";"     542";"    0.02";"    1249";"    0.04";"      85";"    0.05"
"3877";"E006674 ";"E006607 ";"2010JJ00";"     590";"    0.02";"    1314";"    0.04";"      89";"    0.05"
"3878";"E006674 ";"E006607 ";"2011JJ00";"     623";"    0.03";"    1365";"    0.04";"      92";"    0.05"
"3879";"E006674 ";"E006607 ";"2012JJ00";"     664";"    0.03";"    1510";"    0.05";"     107";"    0.06"
"3880";"E006674 ";"E006607 ";"2013JJ00";"     699";"    0.03";"    1571";"    0.05";"     116";"    0.07"
"3881";"E006674 ";"E006607 ";"2014JJ00";"     725";"    0.04";"    1666";"    0.05";"     122";"    0.08"
"3882";"E006674 ";"E006607 ";"2015JJ00";"     743";"    0.04";"    1712";"    0.05";"     133";"    0.08"
"3883";"E006674 ";"E006607 ";"2016JJ00";"     749";"    0.04";"    1655";"    0.05";"     123";"    0.07"
"3884";"E006674 ";"E006607 ";"2017JJ00";"     706";"    0.03";"    1510";"    0.05";"     110";"    0.07"
"3885";"E006674 ";"E006607 ";"2018JJ00";"     714";"    0.03";"    1492";"    0.05";"     109";"    0.07"
"3886";"E006674 ";"E006608 ";"1990JJ00";"    1142";"    0.06";"     388";"    0.01";"      22";"    0.01"
"3887";"E006674 ";"E006608 ";"1991JJ00";"    1260";"    0.06";"     529";"    0.02";"      30";"    0.02"
"3888";"E006674 ";"E006608 ";"1992JJ00";"    1141";"    0.06";"     326";"    0.01";"      19";"    0.01"
"3889";"E006674 ";"E006608 ";"1993JJ00";"    1327";"    0.07";"     538";"    0.02";"      31";"    0.02"
"3890";"E006674 ";"E006608 ";"1994JJ00";"    1314";"    0.07";"     393";"    0.01";"      22";"    0.01"
"3891";"E006674 ";"E006608 ";"1995JJ00";"    1278";"    0.06";"     249";"    0.01";"      14";"    0.01"
"3892";"E006674 ";"E006608 ";"1996JJ00";"    1300";"    0.06";"     248";"    0.01";"      14";"    0.01"
"3893";"E006674 ";"E006608 ";"1997JJ00";"    1353";"    0.06";"     416";"    0.01";"      24";"    0.01"
"3894";"E006674 ";"E006608 ";"1998JJ00";"    1276";"    0.06";"     418";"    0.01";"      24";"    0.01"
"3895";"E006674 ";"E006608 ";"1999JJ00";"    1332";"    0.06";"     469";"    0.02";"      27";"    0.02"
"3896";"E006674 ";"E006608 ";"2000JJ00";"    1361";"    0.06";"     517";"    0.02";"      29";"    0.02"
"3897";"E006674 ";"E006608 ";"2001JJ00";"    1424";"    0.07";"     451";"    0.01";"      26";"    0.01"
"3898";"E006674 ";"E006608 ";"2002JJ00";"    1372";"    0.06";"     430";"    0.01";"      24";"    0.01"
"3899";"E006674 ";"E006608 ";"2003JJ00";"    1353";"    0.06";"     469";"    0.01";"      27";"    0.01"
"3900";"E006674 ";"E006608 ";"2004JJ00";"    1395";"    0.06";"     563";"    0.02";"      32";"    0.02"
"3901";"E006674 ";"E006608 ";"2005JJ00";"    1306";"    0.06";"     406";"    0.01";"      23";"    0.01"
"3902";"E006674 ";"E006608 ";"2006JJ00";"    1262";"    0.06";"     225";"    0.01";"      13";"    0.01"
"3903";"E006674 ";"E006608 ";"2007JJ00";"    1218";"    0.05";"     256";"    0.01";"      15";"    0.01"
"3904";"E006674 ";"E006608 ";"2008JJ00";"    1262";"    0.06";"     239";"    0.01";"      14";"    0.01"
"3905";"E006674 ";"E006608 ";"2009JJ00";"    1279";"    0.06";"     233";"    0.01";"      13";"    0.01"
"3906";"E006674 ";"E006608 ";"2010JJ00";"    1258";"    0.05";"     193";"    0.01";"      11";"    0.01"
"3907";"E006674 ";"E006608 ";"2011JJ00";"    1297";"    0.06";"     315";"    0.01";"      18";"    0.01"
"3908";"E006674 ";"E006608 ";"2012JJ00";"    1284";"    0.06";"     238";"    0.01";"      13";"    0.01"
"3909";"E006674 ";"E006608 ";"2013JJ00";"    1341";"    0.06";"     287";"    0.01";"      16";"    0.01"
"3910";"E006674 ";"E006608 ";"2014JJ00";"    1288";"    0.06";"     304";"    0.01";"      17";"    0.01"
"3911";"E006674 ";"E006608 ";"2015JJ00";"    1205";"    0.06";"     229";"    0.01";"      13";"    0.01"
"3912";"E006674 ";"E006608 ";"2016JJ00";"    1311";"    0.06";"     361";"    0.01";"      20";"    0.01"
"3913";"E006674 ";"E006608 ";"2017JJ00";"    1285";"    0.06";"     259";"    0.01";"      15";"    0.01"
"3914";"E006674 ";"E006608 ";"2018JJ00";"    1353";"    0.06";"     422";"    0.01";"      24";"    0.01"
"3915";"E006674 ";"E007028 ";"1990JJ00";"";"";"";"";"";""
"3916";"E006674 ";"E007028 ";"1991JJ00";"";"";"";"";"";""
"3917";"E006674 ";"E007028 ";"1992JJ00";"";"";"";"";"";""
"3918";"E006674 ";"E007028 ";"1993JJ00";"";"";"";"";"";""
"3919";"E006674 ";"E007028 ";"1994JJ00";"";"";"";"";"";""
"3920";"E006674 ";"E007028 ";"1995JJ00";"";"";"";"";"";""
"3921";"E006674 ";"E007028 ";"1996JJ00";"";"";"";"";"";""
"3922";"E006674 ";"E007028 ";"1997JJ00";"";"";"";"";"";""
"3923";"E006674 ";"E007028 ";"1998JJ00";"";"";"";"";"";""
"3924";"E006674 ";"E007028 ";"1999JJ00";"";"";"";"";"";""
"3925";"E006674 ";"E007028 ";"2000JJ00";"";"";"";"";"";""
"3926";"E006674 ";"E007028 ";"2001JJ00";"";"";"";"";"";""
"3927";"E006674 ";"E007028 ";"2002JJ00";"";"";"";"";"";""
"3928";"E006674 ";"E007028 ";"2003JJ00";"";"";"";"";"";""
"3929";"E006674 ";"E007028 ";"2004JJ00";"";"";"";"";"";""
"3930";"E006674 ";"E007028 ";"2005JJ00";"";"";"";"";"";""
"3931";"E006674 ";"E007028 ";"2006JJ00";"";"";"";"";"";""
"3932";"E006674 ";"E007028 ";"2007JJ00";"";"";"";"";"";""
"3933";"E006674 ";"E007028 ";"2008JJ00";"";"";"";"";"";""
"3934";"E006674 ";"E007028 ";"2009JJ00";"";"";"";"";"";""
"3935";"E006674 ";"E007028 ";"2010JJ00";"";"";"";"";"";""
"3936";"E006674 ";"E007028 ";"2011JJ00";"";"";"";"";"";""
"3937";"E006674 ";"E007028 ";"2012JJ00";"";"";"";"";"";""
"3938";"E006674 ";"E007028 ";"2013JJ00";"";"";"";"";"";""
"3939";"E006674 ";"E007028 ";"2014JJ00";"";"";"";"";"";""
"3940";"E006674 ";"E007028 ";"2015JJ00";"";"";"";"";"";""
"3941";"E006674 ";"E007028 ";"2016JJ00";"";"";"";"";"";""
"3942";"E006674 ";"E007028 ";"2017JJ00";"";"";"";"";"";""
"3943";"E006674 ";"E007028 ";"2018JJ00";"       7";"    0.00";"       7";"    0.00";"       1";"    0.00"
"3944";"E006675 ";"E007022 ";"1990JJ00";"";"";"";"";"";""
"3945";"E006675 ";"E007022 ";"1991JJ00";"";"";"";"";"";""
"3946";"E006675 ";"E007022 ";"1992JJ00";"";"";"";"";"";""
"3947";"E006675 ";"E007022 ";"1993JJ00";"";"";"";"";"";""
"3948";"E006675 ";"E007022 ";"1994JJ00";"";"";"";"";"";""
"3949";"E006675 ";"E007022 ";"1995JJ00";"";"";"";"";"";""
"3950";"E006675 ";"E007022 ";"1996JJ00";"";"";"";"";"";""
"3951";"E006675 ";"E007022 ";"1997JJ00";"";"";"";"";"";""
"3952";"E006675 ";"E007022 ";"1998JJ00";"";"";"";"";"";""
"3953";"E006675 ";"E007022 ";"1999JJ00";"";"";"";"";"";""
"3954";"E006675 ";"E007022 ";"2000JJ00";"";"";"";"";"";""
"3955";"E006675 ";"E007022 ";"2001JJ00";"";"";"";"";"";""
"3956";"E006675 ";"E007022 ";"2002JJ00";"";"";"";"";"";""
"3957";"E006675 ";"E007022 ";"2003JJ00";"";"";"";"";"";""
"3958";"E006675 ";"E007022 ";"2004JJ00";"";"";"";"";"";""
"3959";"E006675 ";"E007022 ";"2005JJ00";"      50";"    0.00";"      80";"    0.00";"       5";"    0.00"
"3960";"E006675 ";"E007022 ";"2006JJ00";"     275";"    0.01";"     484";"    0.01";"      34";"    0.02"
"3961";"E006675 ";"E007022 ";"2007JJ00";"     884";"    0.04";"    1525";"    0.05";"     105";"    0.06"
"3962";"E006675 ";"E007022 ";"2008JJ00";"    1879";"    0.08";"    3135";"    0.10";"     215";"    0.12"
"3963";"E006675 ";"E007022 ";"2009JJ00";"    2870";"    0.13";"    4508";"    0.14";"     305";"    0.18"
"3964";"E006675 ";"E007022 ";"2010JJ00";"    3402";"    0.14";"    4990";"    0.14";"     331";"    0.18"
"3965";"E006675 ";"E007022 ";"2011JJ00";"    3334";"    0.15";"    4775";"    0.15";"     316";"    0.19"
"3966";"E006675 ";"E007022 ";"2012JJ00";"    3663";"    0.17";"    5154";"    0.16";"     355";"    0.21"
"3967";"E006675 ";"E007022 ";"2013JJ00";"    3689";"    0.17";"    5059";"    0.16";"     356";"    0.21"
"3968";"E006675 ";"E007022 ";"2014JJ00";"    3903";"    0.19";"    5385";"    0.18";"     375";"    0.24"
"3969";"E006675 ";"E007022 ";"2015JJ00";"    4291";"    0.21";"    5910";"    0.19";"     428";"    0.26"
"3970";"E006675 ";"E007022 ";"2016JJ00";"    4194";"    0.20";"    5642";"    0.18";"     392";"    0.23"
"3971";"E006675 ";"E007022 ";"2017JJ00";"    4084";"    0.19";"    5338";"    0.17";"     364";"    0.22"
"3972";"E006675 ";"E007022 ";"2018JJ00";"    4474";"    0.21";"    5087";"    0.16";"     348";"    0.22"
"3973";"E006675 ";"E006607 ";"1990JJ00";"";"";"";"";"";""
"3974";"E006675 ";"E006607 ";"1991JJ00";"";"";"";"";"";""
"3975";"E006675 ";"E006607 ";"1992JJ00";"";"";"";"";"";""
"3976";"E006675 ";"E006607 ";"1993JJ00";"";"";"";"";"";""
"3977";"E006675 ";"E006607 ";"1994JJ00";"";"";"";"";"";""
"3978";"E006675 ";"E006607 ";"1995JJ00";"";"";"";"";"";""
"3979";"E006675 ";"E006607 ";"1996JJ00";"";"";"";"";"";""
"3980";"E006675 ";"E006607 ";"1997JJ00";"";"";"";"";"";""
"3981";"E006675 ";"E006607 ";"1998JJ00";"";"";"";"";"";""
"3982";"E006675 ";"E006607 ";"1999JJ00";"";"";"";"";"";""
"3983";"E006675 ";"E006607 ";"2000JJ00";"";"";"";"";"";""
"3984";"E006675 ";"E006607 ";"2001JJ00";"";"";"";"";"";""
"3985";"E006675 ";"E006607 ";"2002JJ00";"";"";"";"";"";""
"3986";"E006675 ";"E006607 ";"2003JJ00";"";"";"";"";"";""
"3987";"E006675 ";"E006607 ";"2004JJ00";"";"";"";"";"";""
"3988";"E006675 ";"E006607 ";"2005JJ00";"      32";"    0.00";"      74";"    0.00";"       5";"    0.00"
"3989";"E006675 ";"E006607 ";"2006JJ00";"     213";"    0.01";"     479";"    0.01";"      34";"    0.02"
"3990";"E006675 ";"E006607 ";"2007JJ00";"     673";"    0.03";"    1503";"    0.05";"     104";"    0.06"
"3991";"E006675 ";"E006607 ";"2008JJ00";"    1332";"    0.06";"    3017";"    0.09";"     208";"    0.12"
"3992";"E006675 ";"E006607 ";"2009JJ00";"    1901";"    0.09";"    4222";"    0.13";"     288";"    0.17"
"3993";"E006675 ";"E006607 ";"2010JJ00";"    2069";"    0.09";"    4487";"    0.13";"     302";"    0.17"
"3994";"E006675 ";"E006607 ";"2011JJ00";"    2024";"    0.09";"    4278";"    0.13";"     288";"    0.17"
"3995";"E006675 ";"E006607 ";"2012JJ00";"    1981";"    0.09";"    4338";"    0.13";"     308";"    0.19"
"3996";"E006675 ";"E006607 ";"2013JJ00";"    1891";"    0.09";"    4092";"    0.13";"     301";"    0.18"
"3997";"E006675 ";"E006607 ";"2014JJ00";"    1890";"    0.09";"    4177";"    0.14";"     307";"    0.19"
"3998";"E006675 ";"E006607 ";"2015JJ00";"    1992";"    0.10";"    4413";"    0.14";"     344";"    0.21"
"3999";"E006675 ";"E006607 ";"2016JJ00";"    1887";"    0.09";"    4045";"    0.13";"     302";"    0.18"
"4000";"E006675 ";"E006607 ";"2017JJ00";"    1832";"    0.09";"    3768";"    0.12";"     275";"    0.17"
"4001";"E006675 ";"E006607 ";"2018JJ00";"    1871";"    0.09";"    3568";"    0.11";"     261";"    0.16"
"4002";"E006675 ";"E006608 ";"1990JJ00";"";"";"";"";"";""
"4003";"E006675 ";"E006608 ";"1991JJ00";"";"";"";"";"";""
"4004";"E006675 ";"E006608 ";"1992JJ00";"";"";"";"";"";""
"4005";"E006675 ";"E006608 ";"1993JJ00";"";"";"";"";"";""
"4006";"E006675 ";"E006608 ";"1994JJ00";"";"";"";"";"";""
"4007";"E006675 ";"E006608 ";"1995JJ00";"";"";"";"";"";""
"4008";"E006675 ";"E006608 ";"1996JJ00";"";"";"";"";"";""
"4009";"E006675 ";"E006608 ";"1997JJ00";"";"";"";"";"";""
"4010";"E006675 ";"E006608 ";"1998JJ00";"";"";"";"";"";""
"4011";"E006675 ";"E006608 ";"1999JJ00";"";"";"";"";"";""
"4012";"E006675 ";"E006608 ";"2000JJ00";"";"";"";"";"";""
"4013";"E006675 ";"E006608 ";"2001JJ00";"";"";"";"";"";""
"4014";"E006675 ";"E006608 ";"2002JJ00";"";"";"";"";"";""
"4015";"E006675 ";"E006608 ";"2003JJ00";"";"";"";"";"";""
"4016";"E006675 ";"E006608 ";"2004JJ00";"";"";"";"";"";""
"4017";"E006675 ";"E006608 ";"2005JJ00";"      18";"    0.00";"       6";"    0.00";"       0";"    0.00"
"4018";"E006675 ";"E006608 ";"2006JJ00";"      62";"    0.00";"       4";"    0.00";"       0";"    0.00"
"4019";"E006675 ";"E006608 ";"2007JJ00";"     211";"    0.01";"      22";"    0.00";"       1";"    0.00"
"4020";"E006675 ";"E006608 ";"2008JJ00";"     547";"    0.02";"     118";"    0.00";"       7";"    0.00"
"4021";"E006675 ";"E006608 ";"2009JJ00";"     970";"    0.04";"     286";"    0.01";"      16";"    0.01"
"4022";"E006675 ";"E006608 ";"2010JJ00";"    1333";"    0.06";"     503";"    0.01";"      28";"    0.02"
"4023";"E006675 ";"E006608 ";"2011JJ00";"    1310";"    0.06";"     497";"    0.02";"      28";"    0.02"
"4024";"E006675 ";"E006608 ";"2012JJ00";"    1682";"    0.08";"     816";"    0.03";"      46";"    0.03"
"4025";"E006675 ";"E006608 ";"2013JJ00";"    1798";"    0.08";"     967";"    0.03";"      55";"    0.03"
"4026";"E006675 ";"E006608 ";"2014JJ00";"    2014";"    0.10";"    1208";"    0.04";"      68";"    0.04"
"4027";"E006675 ";"E006608 ";"2015JJ00";"    2300";"    0.11";"    1497";"    0.05";"      85";"    0.05"
"4028";"E006675 ";"E006608 ";"2016JJ00";"    2306";"    0.11";"    1597";"    0.05";"      90";"    0.05"
"4029";"E006675 ";"E006608 ";"2017JJ00";"    2252";"    0.11";"    1570";"    0.05";"      89";"    0.05"
"4030";"E006675 ";"E006608 ";"2018JJ00";"    2544";"    0.12";"    1461";"    0.05";"      83";"    0.05"
"4031";"E006675 ";"E007028 ";"1990JJ00";"";"";"";"";"";""
"4032";"E006675 ";"E007028 ";"1991JJ00";"";"";"";"";"";""
"4033";"E006675 ";"E007028 ";"1992JJ00";"";"";"";"";"";""
"4034";"E006675 ";"E007028 ";"1993JJ00";"";"";"";"";"";""
"4035";"E006675 ";"E007028 ";"1994JJ00";"";"";"";"";"";""
"4036";"E006675 ";"E007028 ";"1995JJ00";"";"";"";"";"";""
"4037";"E006675 ";"E007028 ";"1996JJ00";"";"";"";"";"";""
"4038";"E006675 ";"E007028 ";"1997JJ00";"";"";"";"";"";""
"4039";"E006675 ";"E007028 ";"1998JJ00";"";"";"";"";"";""
"4040";"E006675 ";"E007028 ";"1999JJ00";"";"";"";"";"";""
